Name of Restaurant,City,Country Code,Day of week,Start Time hour,Start Time Minute,End time hour,End time minute
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
Abby Lane Food & Spirits,Boston,US,0,0,30,0,00
Abby Lane Food & Spirits,Boston,US,1,0,30,0,00
Abby Lane Food & Spirits,Boston,US,2,0,30,0,00
Abby Lane Food & Spirits,Boston,US,3,0,30,0,00
Abby Lane Food & Spirits,Boston,US,4,0,30,0,00
Abby Lane Food & Spirits,Boston,US,5,0,30,0,00
Abby Lane Food & Spirits,Boston,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
ABC Kitchen,New York,US,0,0,00,0,00
ABC Kitchen,New York,US,0,0,30,0,30
ABC Kitchen,New York,US,1,0,00,0,00
ABC Kitchen,New York,US,1,0,30,0,30
ABC Kitchen,New York,US,2,0,00,0,00
ABC Kitchen,New York,US,2,0,30,0,30
ABC Kitchen,New York,US,3,0,00,0,00
ABC Kitchen,New York,US,3,0,30,0,00
ABC Kitchen,New York,US,4,0,00,0,00
ABC Kitchen,New York,US,4,0,30,0,30
ABC Kitchen,New York,US,5,0,00,0,00
ABC Kitchen,New York,US,5,0,30,0,30
ABC Kitchen,New York,US,6,0,00,0,00
ABC Kitchen,New York,US,6,0,30,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abe & Louie's,Boston,US,0,0,30,0,00
Abe & Louie's,Boston,US,1,0,30,0,00
Abe & Louie's,Boston,US,2,0,30,0,00
Abe & Louie's,Boston,US,3,0,30,0,00
Abe & Louie's,Boston,US,4,0,30,0,00
Abe & Louie's,Boston,US,5,0,00,0,00
Abe & Louie's,Boston,US,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,0,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,1,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,2,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,3,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,4,0,30,0,00
Abell's Kopi Tiam,Manuka,AU,5,0,00,0,00
Abell's Kopi Tiam,Manuka,AU,6,0,00,0,00
Abeno Too,London,GB,0,0,00,0,00
Abeno Too,London,GB,1,0,00,0,00
Abeno Too,London,GB,2,0,00,0,00
Abeno Too,London,GB,3,0,00,0,00
Abeno Too,London,GB,4,0,00,0,00
Abeno Too,London,GB,5,0,00,0,00
Abeno Too,London,GB,6,0,00,0,00
Abeno Too,London,GB,0,0,00,0,00
Abeno Too,London,GB,1,0,00,0,00
Abeno Too,London,GB,2,0,00,0,00
Abeno Too,London,GB,3,0,00,0,00
Abeno Too,London,GB,4,0,00,0,00
Abeno Too,London,GB,5,0,00,0,00
Abeno Too,London,GB,6,0,00,0,00
Abeno Too,London,GB,0,0,00,0,00
Abeno Too,London,GB,1,0,00,0,00
Abeno Too,London,GB,2,0,00,0,00
Abeno Too,London,GB,3,0,00,0,00
Abeno Too,London,GB,4,0,00,0,00
Abeno Too,London,GB,5,0,00,0,00
Abeno Too,London,GB,6,0,00,0,00
Abeno Too,London,GB,0,0,00,0,00
Abeno Too,London,GB,1,0,00,0,00
Abeno Too,London,GB,2,0,00,0,00
Abeno Too,London,GB,3,0,00,0,00
Abeno Too,London,GB,4,0,00,0,00
Abeno Too,London,GB,5,0,00,0,00
Abeno Too,London,GB,6,0,00,0,00
Abeno Too,London,GB,0,0,00,0,00
Abeno Too,London,GB,1,0,00,0,00
Abeno Too,London,GB,2,0,00,0,00
Abeno Too,London,GB,3,0,00,0,00
Abeno Too,London,GB,4,0,00,0,00
Abeno Too,London,GB,5,0,00,0,00
Abeno Too,London,GB,6,0,00,0,00
